"label"	"survey"	"depth"	"asurv"	"mesh"	"vertop"	"horop"	"towsp"	"lat"	"lon"	"npp"	"sst"	"sstdif"	"sbt"	"sbtdif"	"ult"	"ultdif"	"mlgr"	"lml"	"aswept"	"nsp"	"density"	"nhauls"	"band"	"geo"	"catch"	"abundance"
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e3.5"	3.5	42	3	77.6910683452753	591	"<7.5"	"Arctic"	1045.020444	4086705.57709817
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e3.5"	3.5	98	5	14.3568422493921	1069	"<7.5"	"Arctic"	502.4679495	810989.304983661
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e3.5"	3.5	33	3	30.7337410720301	366	"<7.5"	"Arctic"	358.66719	540176.233082001
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e3.5"	3.5	34	6	77.2749454457592	476	"<7.5"	"Arctic"	887.860428	3358214.5791818
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e3.5"	3.5	57	7	48173.2164357909	283	"7.5-14"	"NE North Atlantic"	1107381.909465	789703537.03192
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e3.5"	3.5	27	4	35565.4242695615	585	"7.5-14"	"NE North Atlantic"	459254.735882	583024000.050922
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e3.5"	3.5	146	4	14479.6258159239	1033	"7.5-14"	"NE North Atlantic"	967788.045665	263210638.081865
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e3.5"	3.5	93	4	11655.3117916626	1643	"7.5-14"	"NE North Atlantic"	495350.677906	211870257.748843
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e3.5"	3.5	35	2	7.19927005137912	361	"7.5-14"	"NE North Atlantic"	58.023169	61740.9399606273
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e3.5"	3.5	82	38	76172.9045414095	2280	">20.5"	"SE North Atlantic"	1553884.71552	2480037426.05921
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e3.5"	3.5	4	26	229009.449846391	103	">20.5"	"SE North Atlantic"	225340.11018	1095352198.61529
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3.5"	3.5	62	4	10676.801607694	2100	"<7.5"	"NW North Atlantic"	198650.86584	635622030.110847
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3.5"	3.5	27	4	7680.61205182322	911	"<7.5"	"NW North Atlantic"	66297.62416	282846219.420442
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3.5"	3.5	24	4	43791.8511484136	1034	"<7.5"	"NW North Atlantic"	331924.412897	2607060274.41851
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3.5"	3.5	16	7	12467.4545484466	671	"<7.5"	"NW North Atlantic"	59656.556069	459126481.201095
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e3.5"	3.5	118	6	267.564539808211	1248	"<7.5"	"Arctic"	11282.839574427	28372008.6721831
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e3.5"	3.5	45	6	873.498312008518	470	"<7.5"	"Arctic"	19516.952842336	35062222.2440219
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e3.5"	3.5	87	6	6426.23796307262	916	"7.5-14"	"NE North Atlantic"	247524.364425556	323098392.307365
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e3.5"	3.5	44	6	19640.9017160017	467	"7.5-14"	"NE North Atlantic"	260557.198370876	781040097.638524
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e3.5"	3.5	89	39	68890.5505485484	1621	">20.5"	"SE North Atlantic"	1531497.4576	973216807.599343
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e3.5"	3.5	71	42	73486.8923865305	1285	">20.5"	"SE North Atlantic"	835364.78905	782341456.347004
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e3.5"	3.5	7	14	40302.1855649004	178	"14-20.5"	"SE North Atlantic"	51460.4297142797	196513456.814454
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e3.5"	3.5	20	18	49005.9104291141	548	"14-20.5"	"SE North Atlantic"	201152.22677058	1415731746.38668
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e3.5"	3.5	13	13	18774.4835008099	227	"14-20.5"	"SE North Atlantic"	45947.8370814645	200699228.623658
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e3.5"	3.5	289	11	95830.9274567777	3736	"7.5-14"	"NE North Atlantic"	8446786.630776	47268029982.4909
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e3.5"	3.5	765	11	57775.1855262665	9152	"7.5-14"	"NE North Atlantic"	12566524.441536	28859109596.6688
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e3.5"	3.5	137	19	21804.2464577221	2610	"14-20.5"	"NE North Atlantic"	539709.95925	442168313.916146
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e3.5"	3.5	67	6	1041.91897956832	530	"<7.5"	"NE North Atlantic"	34265.721942	123907088.888224
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e3.5"	3.5	42	12	19955.90954371	651	"7.5-14"	"NE North Atlantic"	113015.5936	1060437077.24321
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e3.5"	3.5	48	20	16597.2242728468	678	"14-20.5"	"NE North Atlantic"	226438.346385612	207166553.373674
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e3.5"	3.5	30	21	77646.6471436899	411	"14-20.5"	"NE North Atlantic"	768615.08833	217488258.649475
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e3.5"	3.5	39	22	148712.810011163	567	"14-20.5"	"NE North Atlantic"	1996990.19819909	1226583256.97207
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e3.5"	3.5	296	10	2267.50693289013	2144	"<7.5"	"Arctic"	221286.512424	1860233210.15294
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e3.5"	3.5	6	15	8836.25527531198	122	"14-20.5"	"Mediterranean"	16848.846234	8314916.21406857
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e3.5"	3.5	13	11	1331.35893610806	127	"14-20.5"	"Mediterranean"	3074.657808	2424404.62265278
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e3.5"	3.5	167	11	16002.3673680648	4097	"7.5-14"	"NW North Atlantic"	585702.510925455	3055732060.76881
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e3.5"	3.5	12	13	1174.35783052854	106	"14-20.5"	"Mediterranean"	3088.00000000423	6245234.94275078
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e3.5"	3.5	32	17	22022.549491046	347	"14-20.5"	"Mediterranean"	216511.999997416	223506854.784626
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e3.5"	3.5	68	2	6.59592556847563	740	"<7.5"	"Arctic"	167.98000000407	86254.9186589558
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e3.5"	3.5	122	1	7.74122847191732	1331	"<7.5"	"Arctic"	329.422500025955	368614.076147287
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e3.5"	3.5	49	12	60928.539455808	527	"7.5-14"	"NE North Atlantic"	1340499.45341029	6974489911.50634
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e3.5"	3.5	99	11	39446.7874360059	991	"7.5-14"	"NE North Atlantic"	1722899.50361466	4497052108.06698
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e4"	4	31	24	7436.49034710236	657	"14-20.5"	"Mediterranean"	35698.55944	404269924.739526
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e4"	4	27	8	6170.3358134368	251	"14-20.5"	"Mediterranean"	37371.007476	54372999.1880051
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e4"	4	8	21	13833.5166535948	169	"14-20.5"	"Mediterranean"	23976.9913565	31083911.9206275
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e4"	4	16	11	14975.1939793056	150	"14-20.5"	"Mediterranean"	55501.0218	75849357.5051829
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e4"	4	10	24	50523.7956298884	215	"14-20.5"	"Mediterranean"	108759.99589	283943731.439973
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e4"	4	37	17	292597.779747214	486	"14-20.5"	"NE North Atlantic"	2560280.412312	7700003171.82768
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e4"	4	214	6	5476.12121990487	1576	"<7.5"	"Arctic"	242457.080712	1414580681.28339
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e4"	4	38	10	104178.274846147	545	"7.5-14"	"NE North Atlantic"	885075.676768	14751747896.4893
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e4"	4	42	4	16.3408863188828	591	"<7.5"	"Arctic"	127.25076	859563.302145873
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e4"	4	98	4	281.90857490684	1069	"<7.5"	"Arctic"	5826.163314	15924451.5793376
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e4"	4	33	5	6.20143732608881	366	"<7.5"	"Arctic"	32.986665	108996.462443337
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e4"	4	34	3	400.573138664224	476	"<7.5"	"Arctic"	2983.38066	17408107.4600698
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e4"	4	57	7	57875.4145674835	283	"7.5-14"	"NE North Atlantic"	721973.955105	948751671.004757
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e4"	4	27	6	38557.9193940898	585	"7.5-14"	"NE North Atlantic"	214842.341694	632079972.627314
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e4"	4	146	7	11876.5099072807	1033	"7.5-14"	"NE North Atlantic"	363118.051523	215891197.094549
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e4"	4	93	6	1905.18541181638	1643	"7.5-14"	"NE North Atlantic"	41783.753375	34632460.4159982
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e4"	4	35	6	20904.2434354526	361	"7.5-14"	"NE North Atlantic"	164874.953242	179274791.702442
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e4"	4	82	37	33464.5281577908	2280	">20.5"	"SE North Atlantic"	819781.71552	1089538107.76135
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e4"	4	4	14	22763.6141447008	103	">20.5"	"SE North Atlantic"	17956.78722	108878366.454104
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4"	4	62	8	1015.17704157883	2100	"<7.5"	"NW North Atlantic"	9736.86672	60436534.8163125
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4"	4	27	7	551.735650841829	911	"<7.5"	"NW North Atlantic"	2196.1863264	20318217.0779012
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4"	4	24	7	9024.78263514779	1034	"<7.5"	"NW North Atlantic"	35789.438223	537272384.618253
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4"	4	16	9	5504.93354572371	671	"<7.5"	"NW North Atlantic"	16180.4835995	202724682.754821
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e4"	4	118	6	5148.41243782629	1248	"<7.5"	"Arctic"	137694.388492202	545927358.082224
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e4"	4	45	7	5952.46686092204	470	"<7.5"	"Arctic"	60203.80894808	238932019.797411
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e4"	4	87	7	11739.6643315987	916	"7.5-14"	"NE North Atlantic"	235934.602109556	590246843.26412
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e4"	4	44	7	6804.92600906971	467	"7.5-14"	"NE North Atlantic"	83443.840194044	270604687.676666
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e4"	4	89	46	32743.5841584851	1621	">20.5"	"SE North Atlantic"	773260.305015	462568613.406919
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e4"	4	71	37	17885.1620179254	1285	">20.5"	"SE North Atlantic"	376447.8432	190405434.842834
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e4"	4	7	17	25458.3397971828	178	"14-20.5"	"SE North Atlantic"	33527.3124219252	124134864.851063
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e4"	4	20	22	24911.4038583201	548	"14-20.5"	"SE North Atlantic"	122484.392241808	719665546.063009
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e4"	4	13	10	11294.7646868267	227	"14-20.5"	"SE North Atlantic"	43373.57688384	120741034.502177
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e4"	4	289	16	41210.217915562	3736	"7.5-14"	"NE North Atlantic"	4881590.061192	20326692725.5435
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e4"	4	765	15	19669.6070957913	9152	"7.5-14"	"NE North Atlantic"	6186664.170336	9825106431.59743
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e4"	4	137	24	187209.956382907	2610	"14-20.5"	"NE North Atlantic"	5334616.877625	3796430705.48897
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e4"	4	67	7	10496.143407883	530	"<7.5"	"NE North Atlantic"	144277.18158	1248222366.35226
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e4"	4	42	8	343743.708632684	651	"7.5-14"	"NE North Atlantic"	3173803.57554	18266196933.0322
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e4"	4	48	18	160543.327615105	678	"14-20.5"	"NE North Atlantic"	1568821.12388184	2003901815.29174
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e4"	4	30	22	126621.557046284	411	"14-20.5"	"NE North Atlantic"	828464.1271785	354666981.286641
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e4"	4	39	22	135437.132892773	567	"14-20.5"	"NE North Atlantic"	1085948.12333024	1117085472.09959
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e4"	4	296	10	664.571532247444	2144	"<7.5"	"Arctic"	43729.309695	545205845.625884
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e4"	4	6	19	2536.01011721511	122	"14-20.5"	"Mediterranean"	3414.29139	2386385.52029942
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e4"	4	13	13	933.479520424016	127	"14-20.5"	"Mediterranean"	2307.068538	1699866.20669213
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e4"	4	167	15	11615.2538399228	4097	"7.5-14"	"NW North Atlantic"	211372.780044242	2217990797.00246
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e4"	4	12	8	19404.6078351048	106	"14-20.5"	"Mediterranean"	52203.0000048202	103193704.467087
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e4"	4	32	27	149132.775100792	347	"14-20.5"	"Mediterranean"	978835.999905516	1513548534.49794
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e4"	4	68	4	34.2405627138626	740	"<7.5"	"Arctic"	364.08000004551	447763.838609181
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e4"	4	122	5	85.0593309630474	1331	"<7.5"	"Arctic"	1124.69500004925	4050270.16246743
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e4"	4	49	12	46819.8037278604	527	"7.5-14"	"NE North Atlantic"	687051.005672328	5359462932.72818
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e4"	4	99	11	17671.887221394	991	"7.5-14"	"NE North Atlantic"	713883.705322344	2014648158.90058
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e4.5"	4.5	31	10	1348.00153073242	657	"14-20.5"	"Mediterranean"	10093.79656	73281407.2152065
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e4.5"	4.5	27	9	1684.30752110019	251	"14-20.5"	"Mediterranean"	14399.010576	14842117.8759349
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e4.5"	4.5	8	16	1475.49367452881	169	"14-20.5"	"Mediterranean"	3376.0057695	3315434.28666624
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e4.5"	4.5	16	10	2091.15262310664	150	"14-20.5"	"Mediterranean"	11032.0218	10591688.0360351
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e4.5"	4.5	10	17	1173.73793411427	215	"14-20.5"	"Mediterranean"	3065.99202	6596407.1897222
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e4.5"	4.5	37	16	1456.1714276861	486	"14-20.5"	"NE North Atlantic"	13559.316408	38320607.2909874
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e4.5"	4.5	214	5	9496.94967974036	1576	"<7.5"	"Arctic"	349462.339204	2453233047.37117
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e4.5"	4.5	38	16	9541.11516840421	545	"7.5-14"	"NE North Atlantic"	121015.165856	1351031448.9612
